g,date,opponent,outcome,w,l,pts,opts,team_master,team_abbrev,season
5,"Fri, Nov 4, 2016",Memphis Grizzlies,W,4,1,99,88,LAC,LAC,2017
6,"Sat, Nov 5, 2016",San Antonio Spurs,W,5,1,116,92,LAC,LAC,2017
7,"Mon, Nov 7, 2016",Detroit Pistons,W,6,1,114,82,LAC,LAC,2017
8,"Wed, Nov 9, 2016",Portland Trail Blazers,W,7,1,111,80,LAC,LAC,2017
9,"Fri, Nov 11, 2016",Oklahoma City Thunder,W,8,1,110,108,LAC,LAC,2017
10,"Sat, Nov 12, 2016",Minnesota Timberwolves,W,9,1,119,105,LAC,LAC,2017
11,"Mon, Nov 14, 2016",Brooklyn Nets,W,10,1,127,95,LAC,LAC,2017
12,"Wed, Nov 16, 2016",Memphis Grizzlies,L,10,2,107,111,LAC,LAC,2017
13,"Fri, Nov 18, 2016",Sacramento Kings,W,11,2,121,115,LAC,LAC,2017
14,"Sat, Nov 19, 2016",Chicago Bulls,W,12,2,102,95,LAC,LAC,2017
15,"Mon, Nov 21, 2016",Toronto Raptors,W,13,2,123,115,LAC,LAC,2017
16,"Wed, Nov 23, 2016",Dallas Mavericks,W,14,2,124,104,LAC,LAC,2017
17,"Fri, Nov 25, 2016",Detroit Pistons,L,14,3,97,108,LAC,LAC,2017
18,"Sun, Nov 27, 2016",Indiana Pacers,L,14,4,70,91,LAC,LAC,2017
19,"Tue, Nov 29, 2016",Brooklyn Nets,L,14,5,122,127,LAC,LAC,2017
20,"Thu, Dec 1, 2016",Cleveland Cavaliers,W,15,5,113,94,LAC,LAC,2017
21,"Fri, Dec 2, 2016",New Orleans Pelicans,W,16,5,114,96,LAC,LAC,2017
22,"Sun, Dec 4, 2016",Indiana Pacers,L,16,6,102,111,LAC,LAC,2017
23,"Wed, Dec 7, 2016",Golden State Warriors,L,16,7,98,115,LAC,LAC,2017
24,"Sat, Dec 10, 2016",New Orleans Pelicans,W,17,7,133,105,LAC,LAC,2017
25,"Mon, Dec 12, 2016",Portland Trail Blazers,W,18,7,121,120,LAC,LAC,2017
26,"Wed, Dec 14, 2016",Orlando Magic,W,19,7,113,108,LAC,LAC,2017
27,"Fri, Dec 16, 2016",Miami Heat,W,20,7,102,98,LAC,LAC,2017
28,"Sun, Dec 18, 2016",Washington Wizards,L,20,8,110,117,LAC,LAC,2017
29,"Tue, Dec 20, 2016",Denver Nuggets,W,21,8,119,102,LAC,LAC,2017
30,"Thu, Dec 22, 2016",San Antonio Spurs,W,22,8,106,101,LAC,LAC,2017
31,"Fri, Dec 23, 2016",Dallas Mavericks,L,22,9,88,90,LAC,LAC,2017
32,"Sun, Dec 25, 2016",Los Angeles Lakers,L,22,10,102,111,LAC,LAC,2017
33,"Mon, Dec 26, 2016",Denver Nuggets,L,22,11,102,106,LAC,LAC,2017
34,"Wed, Dec 28, 2016",New Orleans Pelicans,L,22,12,98,102,LAC,LAC,2017
35,"Fri, Dec 30, 2016",Houston Rockets,L,22,13,116,140,LAC,LAC,2017
36,"Sat, Dec 31, 2016",Oklahoma City Thunder,L,22,14,88,114,LAC,LAC,2017
37,"Mon, Jan 2, 2017",Phoenix Suns,W,23,14,109,98,LAC,LAC,2017
38,"Wed, Jan 4, 2017",Memphis Grizzlies,W,24,14,115,106,LAC,LAC,2017
39,"Fri, Jan 6, 2017",Sacramento Kings,W,25,14,106,98,LAC,LAC,2017
40,"Sun, Jan 8, 2017",Miami Heat,W,26,14,98,86,LAC,LAC,2017
41,"Wed, Jan 11, 2017",Orlando Magic,W,27,14,105,96,LAC,LAC,2017
42,"Sat, Jan 14, 2017",Los Angeles Lakers,W,28,14,113,97,LAC,LAC,2017
43,"Mon, Jan 16, 2017",Oklahoma City Thunder,W,29,14,120,98,LAC,LAC,2017
44,"Thu, Jan 19, 2017",Minnesota Timberwolves,L,29,15,101,104,LAC,LAC,2017
45,"Sat, Jan 21, 2017",Denver Nuggets,L,29,16,98,123,LAC,LAC,2017
46,"Mon, Jan 23, 2017",Atlanta Hawks,W,30,16,115,105,LAC,LAC,2017
47,"Tue, Jan 24, 2017",Philadelphia 76ers,L,30,17,110,121,LAC,LAC,2017
48,"Sat, Jan 28, 2017",Golden State Warriors,L,30,18,98,144,LAC,LAC,2017
49,"Wed, Feb 1, 2017",Phoenix Suns,W,31,18,124,114,LAC,LAC,2017
50,"Thu, Feb 2, 2017",Golden State Warriors,L,31,19,120,133,LAC,LAC,2017
51,"Sun, Feb 5, 2017",Boston Celtics,L,31,20,102,107,LAC,LAC,2017
52,"Mon, Feb 6, 2017",Toronto Raptors,L,31,21,109,118,LAC,LAC,2017
53,"Wed, Feb 8, 2017",New York Knicks,W,32,21,119,115,LAC,LAC,2017
54,"Sat, Feb 11, 2017",Charlotte Hornets,W,33,21,107,102,LAC,LAC,2017
55,"Mon, Feb 13, 2017",Utah Jazz,W,34,21,88,72,LAC,LAC,2017
56,"Wed, Feb 15, 2017",Atlanta Hawks,W,35,21,99,84,LAC,LAC,2017
57,"Thu, Feb 23, 2017",Golden State Warriors,L,35,22,113,123,LAC,LAC,2017
58,"Fri, Feb 24, 2017",San Antonio Spurs,L,35,23,97,105,LAC,LAC,2017
59,"Sun, Feb 26, 2017",Charlotte Hornets,W,36,23,124,121,LAC,LAC,2017
60,"Wed, Mar 1, 2017",Houston Rockets,L,36,24,103,122,LAC,LAC,2017
61,"Fri, Mar 3, 2017",Milwaukee Bucks,L,36,25,101,112,LAC,LAC,2017
62,"Sat, Mar 4, 2017",Chicago Bulls,W,37,25,101,91,LAC,LAC,2017
63,"Mon, Mar 6, 2017",Boston Celtics,W,38,25,116,102,LAC,LAC,2017
64,"Wed, Mar 8, 2017",Minnesota Timberwolves,L,38,26,91,107,LAC,LAC,2017
65,"Thu, Mar 9, 2017",Memphis Grizzlies,W,39,26,114,98,LAC,LAC,2017
66,"Sat, Mar 11, 2017",Philadelphia 76ers,W,40,26,112,100,LAC,LAC,2017
67,"Mon, Mar 13, 2017",Utah Jazz,L,40,27,108,114,LAC,LAC,2017
68,"Wed, Mar 15, 2017",Milwaukee Bucks,L,40,28,96,97,LAC,LAC,2017
69,"Thu, Mar 16, 2017",Denver Nuggets,L,40,29,114,129,LAC,LAC,2017
70,"Sat, Mar 18, 2017",Cleveland Cavaliers,W,41,29,108,78,LAC,LAC,2017
71,"Mon, Mar 20, 2017",New York Knicks,W,42,29,114,105,LAC,LAC,2017
72,"Tue, Mar 21, 2017",Los Angeles Lakers,W,43,29,133,109,LAC,LAC,2017
73,"Thu, Mar 23, 2017",Dallas Mavericks,L,43,30,95,97,LAC,LAC,2017
74,"Sat, Mar 25, 2017",Utah Jazz,W,44,30,108,95,LAC,LAC,2017
75,"Sun, Mar 26, 2017",Sacramento Kings,L,44,31,97,98,LAC,LAC,2017
76,"Wed, Mar 29, 2017",Washington Wizards,W,45,31,133,124,LAC,LAC,2017
77,"Thu, Mar 30, 2017",Phoenix Suns,W,46,31,124,118,LAC,LAC,2017
78,"Sat, Apr 1, 2017",Los Angeles Lakers,W,47,31,115,104,LAC,LAC,2017
79,"Wed, Apr 5, 2017",Dallas Mavericks,W,48,31,112,101,LAC,LAC,2017
80,"Sat, Apr 8, 2017",San Antonio Spurs,W,49,31,98,87,LAC,LAC,2017
81,"Mon, Apr 10, 2017",Houston Rockets,W,50,31,125,96,LAC,LAC,2017
82,"Wed, Apr 12, 2017",Sacramento Kings,W,51,31,115,95,LAC,LAC,2017
1,"Thu, Oct 19, 2017",Los Angeles Lakers,W,1,0,108,92,LAC,LAC,2018
2,"Sat, Oct 21, 2017",Phoenix Suns,W,2,0,130,88,LAC,LAC,2018
3,"Tue, Oct 24, 2017",Utah Jazz,W,3,0,102,84,LAC,LAC,2018
4,"Thu, Oct 26, 2017",Portland Trail Blazers,W,4,0,104,103,LAC,LAC,2018
5,"Sat, Oct 28, 2017",Detroit Pistons,L,4,1,87,95,LAC,LAC,2018
6,"Mon, Oct 30, 2017",Golden State Warriors,L,4,2,113,141,LAC,LAC,2018
7,"Wed, Nov 1, 2017",Dallas Mavericks,W,5,2,119,98,LAC,LAC,2018
8,"Sat, Nov 4, 2017",Memphis Grizzlies,L,5,3,104,113,LAC,LAC,2018
9,"Sun, Nov 5, 2017",Miami Heat,L,5,4,101,104,LAC,LAC,2018
10,"Tue, Nov 7, 2017",San Antonio Spurs,L,5,5,107,120,LAC,LAC,2018
11,"Fri, Nov 10, 2017",Oklahoma City Thunder,L,5,6,111,120,LAC,LAC,2018
12,"Sat, Nov 11, 2017",New Orleans Pelicans,L,5,7,103,111,LAC,LAC,2018
13,"Mon, Nov 13, 2017",Philadelphia 76ers,L,5,8,105,109,LAC,LAC,2018
14,"Fri, Nov 17, 2017",Cleveland Cavaliers,L,5,9,113,118,LAC,LAC,2018
15,"Sat, Nov 18, 2017",Charlotte Hornets,L,5,10,87,102,LAC,LAC,2018
16,"Mon, Nov 20, 2017",New York Knicks,L,5,11,85,107,LAC,LAC,2018
17,"Wed, Nov 22, 2017",Atlanta Hawks,W,6,11,116,103,LAC,LAC,2018
18,"Sat, Nov 25, 2017",Sacramento Kings,W,7,11,97,95,LAC,LAC,2018
19,"Mon, Nov 27, 2017",Los Angeles Lakers,W,8,11,120,115,LAC,LAC,2018
20,"Thu, Nov 30, 2017",Utah Jazz,L,8,12,107,126,LAC,LAC,2018
21,"Sat, Dec 2, 2017",Dallas Mavericks,L,8,13,82,108,LAC,LAC,2018
22,"Sun, Dec 3, 2017",Minnesota Timberwolves,L,8,14,106,112,LAC,LAC,2018
23,"Wed, Dec 6, 2017",Minnesota Timberwolves,L,8,15,107,113,LAC,LAC,2018
24,"Sat, Dec 9, 2017",Washington Wizards,W,9,15,113,112,LAC,LAC,2018
25,"Mon, Dec 11, 2017",Toronto Raptors,W,10,15,96,91,LAC,LAC,2018
26,"Wed, Dec 13, 2017",Orlando Magic,W,11,15,106,95,LAC,LAC,2018
27,"Fri, Dec 15, 2017",Washington Wizards,L,11,16,91,100,LAC,LAC,2018
28,"Sat, Dec 16, 2017",Miami Heat,L,11,17,85,90,LAC,LAC,2018
29,"Mon, Dec 18, 2017",San Antonio Spurs,L,11,18,91,109,LAC,LAC,2018
30,"Wed, Dec 20, 2017",Phoenix Suns,W,12,18,108,95,LAC,LAC,2018
31,"Fri, Dec 22, 2017",Houston Rockets,W,13,18,128,118,LAC,LAC,2018
32,"Sat, Dec 23, 2017",Memphis Grizzlies,L,13,19,112,115,LAC,LAC,2018
33,"Tue, Dec 26, 2017",Sacramento Kings,W,14,19,122,95,LAC,LAC,2018
34,"Fri, Dec 29, 2017",Los Angeles Lakers,W,15,19,121,106,LAC,LAC,2018
35,"Sun, Dec 31, 2017",Charlotte Hornets,W,16,19,106,98,LAC,LAC,2018
36,"Tue, Jan 2, 2018",Memphis Grizzlies,W,17,19,113,105,LAC,LAC,2018
37,"Thu, Jan 4, 2018",Oklahoma City Thunder,L,17,20,117,127,LAC,LAC,2018
38,"Sat, Jan 6, 2018",Golden State Warriors,L,17,21,105,121,LAC,LAC,2018
39,"Mon, Jan 8, 2018",Atlanta Hawks,W,18,21,108,107,LAC,LAC,2018
40,"Wed, Jan 10, 2018",Golden State Warriors,W,19,21,125,106,LAC,LAC,2018
41,"Thu, Jan 11, 2018",Sacramento Kings,W,20,21,121,115,LAC,LAC,2018
42,"Sat, Jan 13, 2018",Sacramento Kings,W,21,21,126,105,LAC,LAC,2018
43,"Mon, Jan 15, 2018",Houston Rockets,W,22,21,113,102,LAC,LAC,2018
44,"Wed, Jan 17, 2018",Denver Nuggets,W,23,21,109,104,LAC,LAC,2018
45,"Sat, Jan 20, 2018",Utah Jazz,L,23,22,113,125,LAC,LAC,2018
46,"Mon, Jan 22, 2018",Minnesota Timberwolves,L,23,23,118,126,LAC,LAC,2018
47,"Wed, Jan 24, 2018",Boston Celtics,L,23,24,102,113,LAC,LAC,2018
48,"Fri, Jan 26, 2018",Memphis Grizzlies,W,24,24,109,100,LAC,LAC,2018
49,"Sun, Jan 28, 2018",New Orleans Pelicans,W,25,24,112,103,LAC,LAC,2018
50,"Tue, Jan 30, 2018",Portland Trail Blazers,L,25,25,96,104,LAC,LAC,2018
51,"Sat, Feb 3, 2018",Chicago Bulls,W,26,25,113,103,LAC,LAC,2018
52,"Mon, Feb 5, 2018",Dallas Mavericks,W,27,25,104,101,LAC,LAC,2018
53,"Fri, Feb 9, 2018",Detroit Pistons,W,28,25,108,95,LAC,LAC,2018
54,"Sat, Feb 10, 2018",Philadelphia 76ers,L,28,26,98,112,LAC,LAC,2018
55,"Mon, Feb 12, 2018",Brooklyn Nets,W,29,26,114,101,LAC,LAC,2018
56,"Wed, Feb 14, 2018",Boston Celtics,W,30,26,129,119,LAC,LAC,2018
57,"Thu, Feb 22, 2018",Golden State Warriors,L,30,27,127,134,LAC,LAC,2018
58,"Fri, Feb 23, 2018",Phoenix Suns,W,31,27,128,117,LAC,LAC,2018
59,"Tue, Feb 27, 2018",Denver Nuggets,W,32,27,122,120,LAC,LAC,2018
60,"Wed, Feb 28, 2018",Houston Rockets,L,32,28,92,105,LAC,LAC,2018
61,"Fri, Mar 2, 2018",New York Knicks,W,33,28,128,105,LAC,LAC,2018
62,"Sun, Mar 4, 2018",Brooklyn Nets,W,34,28,123,120,LAC,LAC,2018
63,"Tue, Mar 6, 2018",New Orleans Pelicans,L,34,29,116,121,LAC,LAC,2018
64,"Fri, Mar 9, 2018",Cleveland Cavaliers,W,35,29,116,102,LAC,LAC,2018
65,"Sat, Mar 10, 2018",Orlando Magic,W,36,29,113,105,LAC,LAC,2018
66,"Tue, Mar 13, 2018",Chicago Bulls,W,37,29,112,106,LAC,LAC,2018
67,"Thu, Mar 15, 2018",Houston Rockets,L,37,30,96,101,LAC,LAC,2018
68,"Fri, Mar 16, 2018",Oklahoma City Thunder,L,37,31,113,121,LAC,LAC,2018
69,"Sun, Mar 18, 2018",Portland Trail Blazers,L,37,32,109,122,LAC,LAC,2018
70,"Tue, Mar 20, 2018",Minnesota Timberwolves,L,37,33,109,123,LAC,LAC,2018
71,"Wed, Mar 21, 2018",Milwaukee Bucks,W,38,33,127,120,LAC,LAC,2018
72,"Fri, Mar 23, 2018",Indiana Pacers,L,38,34,104,109,LAC,LAC,2018
73,"Sun, Mar 25, 2018",Toronto Raptors,W,39,34,117,106,LAC,LAC,2018
74,"Tue, Mar 27, 2018",Milwaukee Bucks,W,40,34,105,98,LAC,LAC,2018
75,"Wed, Mar 28, 2018",Phoenix Suns,W,41,34,111,99,LAC,LAC,2018
76,"Fri, Mar 30, 2018",Portland Trail Blazers,L,41,35,96,105,LAC,LAC,2018
77,"Sun, Apr 1, 2018",Indiana Pacers,L,41,36,104,111,LAC,LAC,2018
78,"Tue, Apr 3, 2018",San Antonio Spurs,W,42,36,113,110,LAC,LAC,2018
79,"Thu, Apr 5, 2018",Utah Jazz,L,42,37,95,117,LAC,LAC,2018
80,"Sat, Apr 7, 2018",Denver Nuggets,L,42,38,115,134,LAC,LAC,2018
81,"Mon, Apr 9, 2018",New Orleans Pelicans,L,42,39,100,113,LAC,LAC,2018
82,"Wed, Apr 11, 2018",Los Angeles Lakers,L,42,40,100,115,LAC,LAC,2018
1,"Wed, Oct 17, 2018",Denver Nuggets,L,0,1,98,107,LAC,LAC,2019
2,"Fri, Oct 19, 2018",Oklahoma City Thunder,W,1,1,108,92,LAC,LAC,2019
3,"Sun, Oct 21, 2018",Houston Rockets,W,2,1,115,112,LAC,LAC,2019
4,"Tue, Oct 23, 2018",New Orleans Pelicans,L,2,2,109,116,LAC,LAC,2019
5,"Fri, Oct 26, 2018",Houston Rockets,W,3,2,133,113,LAC,LAC,2019
6,"Sun, Oct 28, 2018",Washington Wizards,W,4,2,136,104,LAC,LAC,2019
7,"Tue, Oct 30, 2018",Oklahoma City Thunder,L,4,3,110,128,LAC,LAC,2019
8,"Thu, Nov 1, 2018",Philadelphia 76ers,L,4,4,113,122,LAC,LAC,2019
9,"Fri, Nov 2, 2018",Orlando Magic,W,5,4,120,95,LAC,LAC,2019
10,"Mon, Nov 5, 2018",Minnesota Timberwolves,W,6,4,120,109,LAC,LAC,2019
11,"Thu, Nov 8, 2018",Portland Trail Blazers,L,6,5,105,116,LAC,LAC,2019
12,"Sat, Nov 10, 2018",Milwaukee Bucks,W,7,5,128,126,LAC,LAC,2019
13,"Mon, Nov 12, 2018",Golden State Warriors,W,8,5,121,116,LAC,LAC,2019
14,"Thu, Nov 15, 2018",San Antonio Spurs,W,9,5,116,111,LAC,LAC,2019
15,"Sat, Nov 17, 2018",Brooklyn Nets,W,10,5,127,119,LAC,LAC,2019
16,"Mon, Nov 19, 2018",Atlanta Hawks,W,11,5,127,119,LAC,LAC,2019
17,"Tue, Nov 20, 2018",Washington Wizards,L,11,6,118,125,LAC,LAC,2019
18,"Fri, Nov 23, 2018",Memphis Grizzlies,W,12,6,112,107,LAC,LAC,2019
19,"Sun, Nov 25, 2018",Portland Trail Blazers,W,13,6,104,100,LAC,LAC,2019
20,"Wed, Nov 28, 2018",Phoenix Suns,W,14,6,115,99,LAC,LAC,2019
21,"Thu, Nov 29, 2018",Sacramento Kings,W,15,6,133,121,LAC,LAC,2019
22,"Sun, Dec 2, 2018",Dallas Mavericks,L,15,7,110,114,LAC,LAC,2019
23,"Mon, Dec 3, 2018",New Orleans Pelicans,W,16,7,129,126,LAC,LAC,2019
24,"Wed, Dec 5, 2018",Memphis Grizzlies,L,16,8,86,96,LAC,LAC,2019
25,"Sat, Dec 8, 2018",Miami Heat,L,16,9,98,121,LAC,LAC,2019
26,"Mon, Dec 10, 2018",Phoenix Suns,W,17,9,123,119,LAC,LAC,2019
27,"Tue, Dec 11, 2018",Toronto Raptors,L,17,10,99,123,LAC,LAC,2019
28,"Thu, Dec 13, 2018",San Antonio Spurs,L,17,11,87,125,LAC,LAC,2019
29,"Sat, Dec 15, 2018",Oklahoma City Thunder,L,17,12,104,110,LAC,LAC,2019
30,"Mon, Dec 17, 2018",Portland Trail Blazers,L,17,13,127,131,LAC,LAC,2019
31,"Thu, Dec 20, 2018",Dallas Mavericks,W,18,13,125,121,LAC,LAC,2019
32,"Sat, Dec 22, 2018",Denver Nuggets,W,19,13,132,111,LAC,LAC,2019
33,"Sun, Dec 23, 2018",Golden State Warriors,L,19,14,127,129,LAC,LAC,2019
34,"Wed, Dec 26, 2018",Sacramento Kings,W,20,14,127,118,LAC,LAC,2019
35,"Fri, Dec 28, 2018",Los Angeles Lakers,W,21,14,118,107,LAC,LAC,2019
36,"Sat, Dec 29, 2018",San Antonio Spurs,L,21,15,111,122,LAC,LAC,2019
37,"Tue, Jan 1, 2019",Philadelphia 76ers,L,21,16,113,119,LAC,LAC,2019
38,"Fri, Jan 4, 2019",Phoenix Suns,W,22,16,121,111,LAC,LAC,2019
39,"Sun, Jan 6, 2019",Orlando Magic,W,23,16,106,96,LAC,LAC,2019
40,"Tue, Jan 8, 2019",Charlotte Hornets,W,24,16,128,109,LAC,LAC,2019
41,"Thu, Jan 10, 2019",Denver Nuggets,L,24,17,100,121,LAC,LAC,2019
42,"Sat, Jan 12, 2019",Detroit Pistons,L,24,18,104,109,LAC,LAC,2019
43,"Mon, Jan 14, 2019",New Orleans Pelicans,L,24,19,117,121,LAC,LAC,2019
44,"Wed, Jan 16, 2019",Utah Jazz,L,24,20,109,129,LAC,LAC,2019
45,"Fri, Jan 18, 2019",Golden State Warriors,L,24,21,94,112,LAC,LAC,2019
46,"Sun, Jan 20, 2019",San Antonio Spurs,W,25,21,103,95,LAC,LAC,2019
47,"Tue, Jan 22, 2019",Dallas Mavericks,L,25,22,98,106,LAC,LAC,2019
48,"Wed, Jan 23, 2019",Miami Heat,W,26,22,111,99,LAC,LAC,2019
49,"Fri, Jan 25, 2019",Chicago Bulls,W,27,22,106,101,LAC,LAC,2019
50,"Sun, Jan 27, 2019",Sacramento Kings,W,28,22,122,108,LAC,LAC,2019
51,"Mon, Jan 28, 2019",Atlanta Hawks,L,28,23,118,123,LAC,LAC,2019
52,"Thu, Jan 31, 2019",Los Angeles Lakers,L,28,24,120,123,LAC,LAC,2019
53,"Sat, Feb 2, 2019",Detroit Pistons,W,29,24,111,101,LAC,LAC,2019
54,"Sun, Feb 3, 2019",Toronto Raptors,L,29,25,103,121,LAC,LAC,2019
55,"Tue, Feb 5, 2019",Charlotte Hornets,W,30,25,117,115,LAC,LAC,2019
56,"Thu, Feb 7, 2019",Indiana Pacers,L,30,26,92,116,LAC,LAC,2019
57,"Sat, Feb 9, 2019",Boston Celtics,W,31,26,123,112,LAC,LAC,2019
58,"Mon, Feb 11, 2019",Minnesota Timberwolves,L,31,27,120,130,LAC,LAC,2019
59,"Wed, Feb 13, 2019",Phoenix Suns,W,32,27,134,107,LAC,LAC,2019
60,"Fri, Feb 22, 2019",Memphis Grizzlies,W,33,27,112,106,LAC,LAC,2019
61,"Sun, Feb 24, 2019",Denver Nuggets,L,33,28,96,123,LAC,LAC,2019
62,"Mon, Feb 25, 2019",Dallas Mavericks,W,34,28,121,112,LAC,LAC,2019
63,"Wed, Feb 27, 2019",Utah Jazz,L,34,29,105,111,LAC,LAC,2019
64,"Fri, Mar 1, 2019",Sacramento Kings,W,35,29,116,109,LAC,LAC,2019
65,"Sun, Mar 3, 2019",New York Knicks,W,36,29,128,107,LAC,LAC,2019
66,"Mon, Mar 4, 2019",Los Angeles Lakers,W,37,29,113,105,LAC,LAC,2019
67,"Fri, Mar 8, 2019",Oklahoma City Thunder,W,38,29,118,110,LAC,LAC,2019
68,"Mon, Mar 11, 2019",Boston Celtics,W,39,29,140,115,LAC,LAC,2019
69,"Tue, Mar 12, 2019",Portland Trail Blazers,L,39,30,104,125,LAC,LAC,2019
70,"Fri, Mar 15, 2019",Chicago Bulls,W,40,30,128,121,LAC,LAC,2019
71,"Sun, Mar 17, 2019",Brooklyn Nets,W,41,30,119,116,LAC,LAC,2019
72,"Tue, Mar 19, 2019",Indiana Pacers,W,42,30,115,109,LAC,LAC,2019
73,"Fri, Mar 22, 2019",Cleveland Cavaliers,W,43,30,110,108,LAC,LAC,2019
74,"Sun, Mar 24, 2019",New York Knicks,W,44,30,124,113,LAC,LAC,2019
75,"Tue, Mar 26, 2019",Minnesota Timberwolves,W,45,30,122,111,LAC,LAC,2019
76,"Thu, Mar 28, 2019",Milwaukee Bucks,L,45,31,118,128,LAC,LAC,2019
77,"Sat, Mar 30, 2019",Cleveland Cavaliers,W,46,31,132,108,LAC,LAC,2019
78,"Sun, Mar 31, 2019",Memphis Grizzlies,W,47,31,113,96,LAC,LAC,2019
79,"Wed, Apr 3, 2019",Houston Rockets,L,47,32,103,135,LAC,LAC,2019
80,"Fri, Apr 5, 2019",Los Angeles Lakers,L,47,33,117,122,LAC,LAC,2019
81,"Sun, Apr 7, 2019",Golden State Warriors,L,47,34,104,131,LAC,LAC,2019
82,"Wed, Apr 10, 2019",Utah Jazz,W,48,34,143,137,LAC,LAC,2019
1,"Tue, Oct 22, 2019",Los Angeles Lakers,W,1,0,112,102,LAC,LAC,2020
2,"Thu, Oct 24, 2019",Golden State Warriors,W,2,0,141,122,LAC,LAC,2020
3,"Sat, Oct 26, 2019",Phoenix Suns,L,2,1,122,130,LAC,LAC,2020
4,"Mon, Oct 28, 2019",Charlotte Hornets,W,3,1,111,96,LAC,LAC,2020
5,"Wed, Oct 30, 2019",Utah Jazz,L,3,2,96,110,LAC,LAC,2020
6,"Thu, Oct 31, 2019",San Antonio Spurs,W,4,2,103,97,LAC,LAC,2020
7,"Sun, Nov 3, 2019",Utah Jazz,W,5,2,105,94,LAC,LAC,2020
8,"Wed, Nov 6, 2019",Milwaukee Bucks,L,5,3,124,129,LAC,LAC,2020
9,"Thu, Nov 7, 2019",Portland Trail Blazers,W,6,3,107,101,LAC,LAC,2020
10,"Mon, Nov 11, 2019",Toronto Raptors,W,7,3,98,88,LAC,LAC,2020
11,"Wed, Nov 13, 2019",Houston Rockets,L,7,4,93,102,LAC,LAC,2020
12,"Thu, Nov 14, 2019",New Orleans Pelicans,L,7,5,127,132,LAC,LAC,2020
13,"Sat, Nov 16, 2019",Atlanta Hawks,W,8,5,150,101,LAC,LAC,2020
14,"Mon, Nov 18, 2019",Oklahoma City Thunder,W,9,5,90,88,LAC,LAC,2020
15,"Wed, Nov 20, 2019",Boston Celtics,W,10,5,107,104,LAC,LAC,2020
16,"Fri, Nov 22, 2019",Houston Rockets,W,11,5,122,119,LAC,LAC,2020
17,"Sun, Nov 24, 2019",New Orleans Pelicans,W,12,5,134,109,LAC,LAC,2020
18,"Tue, Nov 26, 2019",Dallas Mavericks,W,13,5,114,99,LAC,LAC,2020
19,"Wed, Nov 27, 2019",Memphis Grizzlies,W,14,5,121,119,LAC,LAC,2020
20,"Fri, Nov 29, 2019",San Antonio Spurs,L,14,6,97,107,LAC,LAC,2020
21,"Sun, Dec 1, 2019",Washington Wizards,W,15,6,150,125,LAC,LAC,2020
22,"Tue, Dec 3, 2019",Portland Trail Blazers,W,16,6,117,97,LAC,LAC,2020
23,"Fri, Dec 6, 2019",Milwaukee Bucks,L,16,7,91,119,LAC,LAC,2020
24,"Sun, Dec 8, 2019",Washington Wizards,W,17,7,135,119,LAC,LAC,2020
25,"Mon, Dec 9, 2019",Indiana Pacers,W,18,7,110,99,LAC,LAC,2020
26,"Wed, Dec 11, 2019",Toronto Raptors,W,19,7,112,92,LAC,LAC,2020
27,"Fri, Dec 13, 2019",Minnesota Timberwolves,W,20,7,124,117,LAC,LAC,2020
28,"Sat, Dec 14, 2019",Chicago Bulls,L,20,8,106,109,LAC,LAC,2020
29,"Tue, Dec 17, 2019",Phoenix Suns,W,21,8,120,99,LAC,LAC,2020
30,"Thu, Dec 19, 2019",Houston Rockets,L,21,9,117,122,LAC,LAC,2020
31,"Sat, Dec 21, 2019",San Antonio Spurs,W,22,9,134,109,LAC,LAC,2020
32,"Sun, Dec 22, 2019",Oklahoma City Thunder,L,22,10,112,118,LAC,LAC,2020
33,"Wed, Dec 25, 2019",Los Angeles Lakers,W,23,10,111,106,LAC,LAC,2020
34,"Sat, Dec 28, 2019",Utah Jazz,L,23,11,107,120,LAC,LAC,2020
35,"Tue, Dec 31, 2019",Sacramento Kings,W,24,11,105,87,LAC,LAC,2020
36,"Thu, Jan 2, 2020",Detroit Pistons,W,25,11,126,112,LAC,LAC,2020
37,"Sat, Jan 4, 2020",Memphis Grizzlies,L,25,12,114,140,LAC,LAC,2020
38,"Sun, Jan 5, 2020",New York Knicks,W,26,12,135,132,LAC,LAC,2020
39,"Fri, Jan 10, 2020",Golden State Warriors,W,27,12,109,100,LAC,LAC,2020
40,"Sun, Jan 12, 2020",Denver Nuggets,L,27,13,104,114,LAC,LAC,2020
41,"Tue, Jan 14, 2020",Cleveland Cavaliers,W,28,13,128,103,LAC,LAC,2020
42,"Thu, Jan 16, 2020",Orlando Magic,W,29,13,122,95,LAC,LAC,2020
43,"Sat, Jan 18, 2020",New Orleans Pelicans,W,30,13,133,130,LAC,LAC,2020
44,"Tue, Jan 21, 2020",Dallas Mavericks,W,31,13,110,107,LAC,LAC,2020
45,"Wed, Jan 22, 2020",Atlanta Hawks,L,31,14,95,102,LAC,LAC,2020
46,"Fri, Jan 24, 2020",Miami Heat,W,32,14,122,117,LAC,LAC,2020
47,"Sun, Jan 26, 2020",Orlando Magic,W,33,14,112,97,LAC,LAC,2020
48,"Thu, Jan 30, 2020",Sacramento Kings,L,33,15,103,124,LAC,LAC,2020
49,"Sat, Feb 1, 2020",Minnesota Timberwolves,W,34,15,118,106,LAC,LAC,2020
50,"Mon, Feb 3, 2020",San Antonio Spurs,W,35,15,108,105,LAC,LAC,2020
